,fluxes,reduced_costs
KARA2,0.25269417591691895,-1.999999999999977
EX_duri_e,0.0,511.9999999999941
EX_for_e,0.0,12.46666666666642
EX_gly_e,0.0,85.5333333333324
EX_h2_e,0.0,10.46666666666642
EX_lys__L_e,0.0,384.9777777777735
ACCOAC,2.0990588474668246,-1.9999999999999662
NADK,0.0003887883709884413,-1.9999999999999662
GLXCL,0.0,46.66666666666612
ICHORS_copy2,0.0,2.0
SUCBZS,0.0,-2.0
DHBD,0.0,1.9999999999999538
ICHORT,0.0,493.9555555555497
EX_ser__L_e,0.0,129.44444444444298
EX_thm_e,0.0,1880.844444444424
EX_trp__L_e,0.0,676.599999999992
GLUTRR,0.003103348786770226,-2.0000000000000906
GLCS1,0.0,-2.00000000000008
GLCP_num1,0.0,-2.000000000000006
EX_din_e,0.0,705.7333333333263
RBK_L1,0.0,-1.9999999999999662
RBP4E_num1,0.0,-2.0
TARTD,0.0,-2.0
NTD2_num1,0.0,0.0
GLCRAL,0.0,-1.999999999999993
NTD4_num1,0.0,22.311111111110904
NTD5_num1,0.0,22.311111111110975
EX_fmn_e,0.0,0.0
EX_gthox_e,0.0,0.0
KAS14_num1,0.0,-1.999999999999977
HEMEOS,0.0,-2.0000000000000675
ADMDC,0.0,1227.244444444432
AGMT,0.0,-2.0
NTD6_num1,0.0,-2.0000000000001927
LGTHL,0.0,0.0
PYDXPP_num1,0.0,22.311111111110918
PDXPP,0.0,22.311111111110918
ARGDC,0.0,119.46666666666617
HACD6_num1,0.0,1.9999999999998188
ECOAH1_num1,0.0,2.0
ECOAH2_num1,0.0,-2.0
ARGSS,0.25727178933193345,-2.0000000000000338
AGPR,0.0,1.9999999999999538
SPMS,0.0,-1.9999999999999947
G1SAT,0.003103348786770226,-2.0
KDOCT2,0.03384459304674973,-2.0000000000000675
ECOAH3_num1,0.0,-2.0
UGLT,0.0,-2.0
EDTXS1,0.0,-1.9999999999998863
DXPS,0.002465805440160755,-2.0000000000000053
OAADC,0.0,22.31111111111095
MNNH,0.0,-2.0
CDPMEK,0.0020778868418144768,-2.000000000000023
EDTXS2,0.0,-2.0000000000027285
ALTRH,0.0,-2.0
MECDPS,0.0020778868418144768,-2.0
GUI1,0.0,-2.0
EDTXS3,0.0,-2.0
PGAMT,0.0,2.0
DDGLK,0.0,-1.9999999999999662
EDTXS4,0.0,-2.0000000000001137
XYLI2,0.0,-2.0
PMANM,0.0,-2.0
ICL,0.0,1.377777777777851
UAGDP,0.08218307740032094,-1.9999999999999876
UAGCVT,0.024169242176785604,-1.9999999999999938
GLUR,0.0,2.0
EX_tmao_e,0.0,-2.0
UAG2E,0.0,-2.0
EX_acald_e,0.0,93.17777777777633
GLYCL,0.047343029564249496,-2.0
CMPN,0.0,50.622222222221865
NNDPR,0.001981342078549179,-2.0000000000000497
HCYSMT,0.0,108.799999999999
EX_melib_e,0.0,443.55555555554855
MACPD,0.0,26.31111111111095
DMQMT,0.0,4229.488888888838
UDPG4E,0.0,2.0
LACZ,0.0,-2.0
TRE6PH,0.0,-2.0
XYLI1,0.0,-2.0
PPC,2.5743330611166453,-2.000000000000017
ICHORS_copy1,0.0,2.0
EX_sucr_e,0.0,0.0
ALDD4,0.0,-2.000000000000046
HACD4_num1,0.0,2.0000000000002736
G3PT_num1,0.0,16.311111111110918
CINNDO,0.0,-1.999999999999977
DHPPD,0.0,-2.000000000000023
EX_tre_e,0.0,456.1333333333263
EX_zn2_e,0.0,2.0
HACD5_num1,0.0,-1.9999999999998632
DHCIND,0.0,-2.000000000000023
HACD7_num1,0.0,-1.9999999999998632
CITL,0.0,26.311111111110733
GOFUCR,0.0,-1.999999999999977
PYDXK_num1,0.0,-1.9999999999999662
DNMPPA,0.0005818778975192509,-2.000000000000022
HPPK2,0.0005818778975192509,-2.000000000000023
PTPATi,0.0005862267607296326,-2.0000000000000444
HEX7,0.0,-1.9999999999999662
DXPRIi,0.0020778868418144768,-1.9999999999998632
GTPCII2,0.00038791859834627813,-2.0
URIC,0.0,-2.0
SADT2,0.21525307299536692,-2.0
OPHBDC,0.00019395929917313912,-2.0000000000000906
AACPS1,0.0,-2.0000000000000107
OHPHM,0.0,-2.000000000000023
GHMT2r,0.9700656904989718,-2.0
DHORD2,0.28771644112098005,-1.9999999999999716
LCARS,0.0,2.000000000000046
ALCD19_num1,0.0,2.000000000000046
RMPA,0.0,-2.000000000000014
SBTPD,0.0,-2.000000000000023
PFK_2,0.0,-1.9999999999999662
GLTPD,0.0,-2.000000000000023
EX_hdcea_e,0.0,1138.1555555555428
ACACCT_num1,0.0,-2.0
SDPDS,0.32264129178913353,-2.0
BUTCT,0.0,-2.0
TGBPA_num1,0.0,-2.0
MANAO,0.0,1.9999999999999538
TAGURr,0.0,1.9999999999999538
DMSOR1_num1,0.0,7.311111111110904
PGLYCP,0.0,-2.000000000000001
2DGULRx,0.0,5.377777777778011
DKGLCNR2y,0.0,1.377777777778011
G1PTT_num1,0.0,-1.9999999999999876
TDPGDH_num1,0.0,-2.0
ADCS,0.0005818778975192509,-1.9999999999999716
ADCL_num1,0.0005818778975192509,-1.9999999999999947
2DGULRy,0.0,8.755555555555976
DHAPT,1.9660843082515411,-2.0
EX_lac__D_e,0.0,104.2222222222204
UDPGALM,0.0,-2.0
TDPDRE,0.0,951.222222222211
TDPDRR,0.0,-1.999999999999977
UMPK_num1,0.3288079798211405,-2.0
RZ5PP,0.0,-2.0
DDPGALA,0.0,-2.0
DURIK1,0.0,-2.000000000000023
G3PD6,0.0,17.111111111111086
ALLTN,0.0,-2.0000000000000018
UAPGR,0.024169242176785604,-1.999999999999977
UPPRT,0.0,42.62222222222173
NTD9_num1,0.0,12.311111111110975
CTPS2,0.139620253362189,-1.9999999999999893
NTD1_num1,0.0,22.311111111110975
NTD7_num1,0.0,22.31111111111086
PAPPT3,0.024169242176785604,-2.0000000000002274
UAGPT3,0.024169242176785604,-2.00000000000008
NDPK7_num1,0.0,2.0
AOBUTDs,0.0,23.555555555555618
GLYAT,0.0,2.0
ADNUC,0.0,26.311111111110847
GMHEPPA,0.0,2448.883333333303
S7PI,0.0,-2.0
TRPS3,0.04944048629102577,-2.0
EX_ttdcea_e,0.0,966.7999999999881
F6PA_num1,1.9660843082515411,-2.0
AGMHE,0.0,-2.0
CRNBTCT,0.0,2.0
CRNCBCT,0.0,2.0
NTD10,0.0,-2.0
CRNCDH,0.0,2.0
GMHEPAT,0.0,-1.9999999999999307
EX_h2s_e,0.0,-2.0
ADPT,0.0,20.31111111111094
EX_gthrd_e,0.0,747.3555555555487
IDOND,0.0,2.000000000000046
IDOND2,0.0,5.377777777778011
FADRx,0.0007010367494778031,-1.999999999999977
GTPDPK,0.0,46.62222222222181
NADN,0.0,-2.000000000000023
GLYCLTDx_num1,0.0,13.733333333333167
ADK1,1.9723112292067604,-2.0
NDPK2_num1,0.369899518521301,-2.0
NDPK3_num1,0.15743145752572069,-2.0
HPYRRy_num1,0.0,3.377777777778011
NDPK4_num1,0.022758470951409676,-2.0
ACODA,0.25727178933193345,-2.0
ADA,0.0,13.377777777778125
DADA,0.0,13.377777777778238
ADD,0.0,9.377777777778181
FCLT_num1,0.00019395929917313912,-2.000000000000046
HBZOPT,0.00019395929917313912,-1.9999999999999538
PNTK,0.0005862267607296326,-2.000000000000023
ADSS,0.26032643085077534,-2.000000000000057
AGDC,0.0,148.6888888888882
OCTDPS,0.00019395929917313912,-2.0000000000001137
ASNN_num1,0.0,46.62222222222189
DPCOAK,0.0005862267607296326,-1.9999999999999662
HETZK,0.0,-1.9999999999999662
ASNS2_num1,0.20966304422502713,-2.0000000000000338
ASPCT_num1,0.28771644112098005,-2.000000000000009
KDOPS,0.03384459304674973,-1.9999999999999938
KDOPP,0.03384459304674973,-1.9999999999999938
DMPPS,0.00024179679448489946,-1.999999999999977
EX_26dap__M_e,0.0,369.822222222218
MCOATA,2.0990571079215408,-2.0
IPDPS,0.001836090047329577,-1.999999999999977
AST,0.0,-2.000000000000023
SGDS,0.0,-2.0
CYNTAH,0.0,-2.0
DAPE,0.32264129178913353,-2.0
DHDPRy,0.32264129178913353,-1.999999999999977
EX_acnam_e,0.0,557.6444444444378
HSK,0.4733441881560945,-1.9999999999999662
SDPTA_num1,0.0,2.0
GSPMDA,0.0,-2.0
GSPMDS,0.0,22.31111111111097
GUAD,0.0,28.311111111110836
THRS,0.4733441881560945,-1.9999999999999938
EX_amp_e,0.0,692.3333333333269
HSST,0.1338675771077893,-2.0
PPNDH,0.16113842852606108,-2.0000000000000053
TMAOR1_num1,0.0,-1.999999999999977
TMAOR2,0.0,-1.999999999999977
DGK1,0.0,2.0
DTMPK,0.022758470951409676,-2.0
NDPK1_num1,0.6871325640223052,-2.000000000000057
TRDR_num1,0.21525307299536692,-1.999999999999977
DDPA_num1,0.3314868795585989,-1.9999999999999938
NMNDA,0.0,95.24444444444407
NNAM,0.0,-2.0
P5CD,0.0,29.688888888888822
PGMT_num1,0.0,-2.0
FRUK,0.0,-1.9999999999999662
SPMDAT1,0.0,78.13333333333226
RHCCE,0.00038965814363034224,-2.0
EX_dha_e,0.0,110.53333333333157
KG6PDC_num1,0.0,-2.0000000000000053
SPMDAT2,0.0,78.13333333333226
TDPADGAT,0.0,-2.000000000000023
MALS_num1,0.0003879185972880068,-1.9999999999999094
X5PL3E_num1,0.0,-2.0
DOGULNR,0.0,-1.999999999999977
TRE6PP,0.0,22.311111111110918
EX_fuc__L_e,0.0,217.48888888888513
EX_met__D_e,0.0,0.0
EX_tartr__L_e,0.0,106.6444444444428
BETALDHx,0.0,1.3777777777778724
BETALDHy,0.0,-2.000000000000046
MLTG3,0.0,18.311111111110733
EX_taur_e,0.0,56.000000000000824
EX_maltpt_e,0.0,1165.6444444444267
EX_glyald_e,0.0,123.91111111110962
EX_glcur_e,0.0,179.59999999999724
ADPRDP_num1,0.0,166.17777777777658
DKGLCNR1_num1,0.0,-1.999999999999977
NADTRHD,0.0,3.3777777777779647
AACPS2,0.0,-2.0000000000000107
FMNRx2_num1,0.0,1.377777777778011
ACPS1_num1,0.0,-1.9999999999999094
EX_nmn_e,0.0,690.9999999999923
EX_urea_e,0.0,-2.0
ARAI,0.0,-2.0
M1PD,0.0,-2.000000000000023
G3PD2,0.0,1.9999999999999538
GALS3,0.0,-2.0
FCI,0.0,-2.0
FCLK,0.0,-1.9999999999999662
FCLPA_num1,0.0,-2.000000000000014
GMPS2,0.0,20.311111111111018
AMPN,0.0,26.31111111111079
GSNK,0.0,7.999999999999954
ACCOAL_num1,0.0,-1.9999999999999432
GALUi,0.0,-1.9999999999999876
AACPS3,0.0,24.599999999999774
U23GAAT,0.03384459304674973,-2.000000000000137
EX_f6p_e,0.0,250.79999999999646
UAAGDS,0.024169242176785604,-1.9999999999999662
AACPS4,0.0,46.6222222222219
UAMAS,0.024169242176785604,-2.00000000000008
UAMAGS,0.024169242176785604,-1.9999999999999662
UGLYCH,0.0,-1.9999999999999964
NTPP3_num1,0.0,38.62222222222185
NTPP6_num1,0.0,44.62222222222185
NTPP7_num1,0.0,46.62222222222185
OP4ENH,0.0,-2.0
EX_rmn_e,0.0,217.48888888888513
HOPNTAL,0.0,-2.0
NTPP8_num1,0.0,46.62222222222185
P5CR,0.19226759138438684,-1.9999999999999538
CYANST_num1,0.0,-2.0000000000003713
EX_ttdca_e,0.0,924.3555555555433
DHPPDA2,0.00038791859834627813,-1.999999999999977
3HPPPNH,0.0,-1.999999999999977
G5SADs,0.19226759138438684,-1.9999999999999947
GMAND,0.0,978.4888888888781
PPCSCT,0.0,3.999999999999943
CYTD,0.0,22.31111111111096
AKGDH,5.711891060048707,-2.0
HPYRRx_num1,0.0,4.618527782440651e-14
GLYCDx,0.0,11.377777777777919
ASP1DC,0.0005862267607296326,-2.0000000000000053
UGMDDS,0.024169242176785604,-2.00000000000008
DCYTD,0.0,28.311111111110836
DBTS,1.7395452840640278e-06,-1.9999999999998987
DCTPD,0.0,44.62222222222162
UHGADA,0.03384459304674973,-2.0
AMANK,0.0,-1.9999999999999662
UAGAAT,0.03384459304674973,-2.0
ATPPRT,0.08240052056082894,-1.9999999999999822
HISTD,0.08240052056082894,-1.9999999999999556
DHDPS,0.32264129178913353,-1.9999999999999947
G1PACT,0.08218307740032094,-2.000000000000137
GART,0.0021335522909043635,-1.9999999999999662
CSND,0.0,-2.0000000000000053
GF6PTA,0.08218307740032094,-1.9999999999999858
IGPDH,0.08240052056082894,-2.0
EX_glyclt_e,0.0,61.71111111111017
PRPPS,0.811211719816666,-1.9999999999999378
H2SO,0.0,224.93333333333268
GLUCYS,0.0,-2.000000000000023
PRATPP,0.08240052056082894,-1.999999999999977
GLUN_num1,0.0,22.311111111110932
PRMICI,0.08240052056082894,-2.0
GLUPRT,0.38967292976528206,-2.000000000000039
EX_g6p_e,0.0,248.79999999999646
GMPR,0.0,51.99999999999975
SERAT,0.21525307299536692,-2.0
CYSS_num1,0.21525307299536692,-1.9999999999999094
NADS1,0.001981342078549179,-2.0000000000000906
BPNT,0.21525307299536692,-2.000000000000022
EX_2ddglcn_e,0.0,210.64444444444126
PAPSR_num1,0.21525307299536692,-2.0000000000003872
ASPK_num1,0.9298530570530174,-2.0
ASAD,0.0,1.9999999999999538
DAPDC,0.29847204961234797,-2.0000000000000053
EX_mmet_e,0.0,659.0666666666609
NTRIR2x,0.0,88.88888888888687
OCBT_num1,0.25727178933193345,-2.000000000000017
GARFT,0.3875393774743777,-2.000000000000023
GPDDA1,0.0,-1.9999999999999947
GPDDA2,0.0,77.7333333333333
PHETA1_num1,0.0,1.9999999999999432
PPND,0.12013212754481974,-2.0
METAT,0.0007810558325447486,-1.9999999999999538
ASCBPL,0.0,-1.9999999999999947
ACBIPGT,0.0,755.1555555555484
TRPS1,0.0,23.68888888888887
PRAMPC,0.08240052056082894,-2.0
ADOCBLS,0.0,-2.000000000000023
EX_galct__D_e,0.0,141.88888888888647
ADOCBIK,0.0,771.8444444444373
TMPK,0.00019395929917313912,-1.9999999999999432
HPPPNDO,0.0,-1.9999999999999947
MCITL2,0.0,-2.0
DXYLK,0.0,-2.000000000000023
MDH3,0.0,9.733333333333235
SOTA,0.0,-2.0
DHCINDO,0.0,-1.9999999999999947
SGSAD,0.0,168.6222222222215
HKNDDH,0.0,-1.9999999999999947
EX_idon__L_e,0.0,219.7555555555521
HKNTDH,0.0,-1.9999999999999947
GLYCK2,0.0,-2.000000000000023
PTA2,0.0,4.440892098500626e-14
MDH2,0.0,9.733333333333178
EX_indole_e,0.0,574.8444444444378
ACOTA_num1,0.0,2.000000000000057
GPDDA5,0.0,-1.9999999999999947
PDX5PS,0.00019395929917313912,-2.0000000000000444
PPBNGS,0.001551674393385113,-2.000000000000023
ENTCS,0.0,-2.000000000000547
SULR,0.21525307299536692,-2.0
MANPGH,0.0,-2.0
URDGLYCD,0.0,-2.000000000000023
CBMKr,0.5449882304529136,-1.9999999999999893
PPNCL2,0.0005862267607296326,-1.9999999999997158
PRAGSr,0.38967292976528206,-1.9999999999997957
PRFGS,0.38967292976528206,-1.9999999999999662
AMANAPEr,0.0,-2.0
EX_3hcinnm_e,0.0,273.84444444444017
ACM6PH,0.0,-2.0
NNATr,0.001981342078549179,-2.0000000000000444
CYTDH_num1,0.0,50.622222222221865
EX_acac_e,0.0,121.95555555555374
ETHAAL,0.0,-2.0
MAN1PT2,0.0,22.311111111110904
PSERT,1.493931492340138,-2.0
AP4AH,0.0,-2.000000000000046
EX_acmana_e,0.0,470.4666666666614
AP5AH,0.0,-1.9999999999999893
ADNCYC,0.0,46.6222222222219
AIRC2,0.3894789704661089,-2.000000000000023
GAPD,16.755336456049058,-1.9999999999998872
MI1PP,0.0,-1.9999999999999938
EX_galur_e,0.0,179.59999999999724
MCITS,0.0,-2.000000000000023
PPAKr,0.0,2.0
HEX1,0.0,-1.9999999999999325
GND,3.4562378520983343,-2.0
TAUDO,0.0,-1.9999999999999947
DM_amob_c,1.7395452840640278e-06,-2.0
NTP3_num1,0.0,22.311111111111018
PPM2,0.0,2.0
MOAT2,0.016922296523374864,-2.0
EX_adn_e,0.0,686.3333333333269
EX_ins_e,0.0,652.377777777771
G6PDH2r,3.4562378520983343,-2.000000000000023
ME2,0.0,16.93333333333294
ARGSL,0.25727178933193345,-2.0
CBPS,0.0,42.62222222222194
GLU5K,0.19226759138438684,-2.0
IPPS,0.39185953818732533,-2.000000000000023
EX_mg2_e,0.0,2.0
ACOATA,0.0,0.0
NADH5_num1,0.0,11.733333333333167
MOHMT,0.0005862267607296326,-2.0
EX_glyc3p_e,0.0,167.26666666666455
MLTG2,0.0,-1.9999999999999716
EX_but_e,0.0,166.0444444444418
MLTG1,0.0,-1.9999999999999716
AMALT3,0.0,-1.9999999999999716
MLTP3,0.0,-1.9999999999999778
EX_lcts_e,0.0,443.55555555554855
EX_ocdca_e,0.0,0.0
EX_cbl1_e,0.0,0.0
SPODM_num1,0.0014142503159438034,-2.0
AHCYSNS,0.00038965814363034224,-2.0
ACNML,0.0,-1.9999999999999716
TMK,0.0,-1.9999999999999662
NTPP4_num1,0.0,46.62222222222192
GMPS,0.21155306017616254,-1.9999999999999432
CAT_num1,0.0,40.62222222222189
FTHFLi,0.0,1.1368683772161603e-13
EX_nac_e,0.0,288.2888888888855
UDPGD,0.0,749.7111111111018
SERASr,0.0,2.000000000000025
GLCRD_num1,0.0,-2.0
PPPNDO,0.0,-1.999999999999977
26DAHtex_num1,0.0,-2.0
HCINNMtex_num1,0.0,-2.0
HPPPNtex_num1,0.0,-2.0
ACtex_num1,0.0,-2.0
ACALDtex_num1,0.0,-2.0
CHRPL_num1,0.00019395929917313912,-2.0
TDPAGTA,0.0,-2.0
UACMAMO,0.0,-1.9999999999999556
FBA3,0.980435741535894,-1.9999999999999716
PMPK,0.00019395929917313912,-2.0
LCADi,0.0,-2.000000000000046
ACMANAtex_num1,0.0,-2.0
ACMUMtex_num1,0.0,-2.0
ACACT7r_num1,0.0,-110.62222222222317
PSP_L,1.493931492340138,-1.9999999999999938
ADK3,0.0,1.1368683772161603e-13
GLUDC_num1,0.0,16.9333333333331
ACACT2r_num1,0.0,-2.0
BSORy,0.0,1.3777777777782383
DMSOR2,0.0,7.311111111110904
ADSK,0.21525307299536692,-2.000000000000023
ACACT3r_num1,0.0,-142.42222222222335
ACACT4r_num1,0.0,2.0
SUCCt2_2pp_num1,0.0,7.155555555555473
SUCFUMtpp_num1,0.0,0.0
HSDy_num1,0.0,1.9999999999999538
CYSTL_num1,0.1338675771077893,-2.0
ACMAMUT,0.0,-1.9999999999998526
SHSL1,0.1338675771077893,-1.9999999999999947
SSALy_num1,0.0,-2.000000000000046
SUCptspp,0.0,34.888888888888516
SULabcpp_num1,0.0,13.733333333333189
TSULabcpp_num1,0.0,-2.000000000000023
TARTRt7pp,0.0,-2.0
EX_dad_2_e,0.0,739.6888888888823
EX_ser__D_e,0.0,120.86666666666524
DDGALK,0.0,-2.000000000000023
EX_gam6p_e,0.0,287.11111111110733
EX_15dap_e,0.0,0.0
AB6PGH_num1,0.0,-2.0
EX_ocdcea_e,0.0,1202.0444444444292
