,MW,type
NDPK5_num2,81.6948289874,proteozyme
DHORTS,102.56436316039999,proteozyme
OMPDC,69.6053974865,proteozyme
CS,380.50136149269997,proteozyme
ICDHyr,120.86842785820001,proteozyme
ACALD_num1,44.169951052500004,proteozyme
ACALD_num2,5078.4905262608,proteozyme
ACS,95.2192803528,proteozyme
PPA_num1,153.5687861787,proteozyme
PPA_num2,35.5293220092,proteozyme
PPA_num3,156.1436331422,proteozyme
PPCK,78.77552442550001,proteozyme
ME1,333.8772821289,proteozyme
ALAR_num1,102.6097977516,proteozyme
ALAR_num2,103.4243184607,proteozyme
ALATA_L_num1,120.2361738231,proteozyme
ALATA_L_num2,122.0822182452,proteozyme
XYLK_num1,161.3704602124,proteozyme
XYLK_num2,138.9935278145,proteozyme
RBK,85.296841113,proteozyme
GLYK,297.0723575563,proteozyme
PPM,58.60269801,proteozyme
ASPTA_num1,115.1010083991,proteozyme
ASPTA_num2,115.00710143879999,proteozyme
FBP_num1,90.66697205370001,proteozyme
FBP_num2,194.5970144961,proteozyme
FBP_num3,94.7054996558,proteozyme
FBP_num4,39.2548264103,proteozyme
GLGC,257.2741651338,proteozyme
PYK_num1,271.3245483078,proteozyme
PYK_num2,268.0082193821,proteozyme
A5PISO_num1,185.9441022639,proteozyme
A5PISO_num2,179.79114916609998,proteozyme
IPPMIb,95.5834174689,proteozyme
ACHBS_num1,188.9929746571,proteozyme
ACHBS_num2,213.8624698606,proteozyme
ACLS_num1,213.8624698606,proteozyme
ACLS_num2,188.9929746571,proteozyme
PSCVT,60.8820880534,proteozyme
ANS,302.0988233624,proteozyme
ANPRT,150.2245889427,proteozyme
CHORM_num1,113.8806141471,proteozyme
CHORM_num2,111.057197705,proteozyme
CHORS,206.7667489954,proteozyme
IGPS,65.3680935479,proteozyme
ECOAH6_num1,101.79488081059999,proteozyme
ECOAH6_num2,210.2509481694,proteozyme
ENO,120.5996505527,proteozyme
FBA_num1,103.40926164849999,proteozyme
FBA_num2,503.3358920387,proteozyme
MGSA,134.0736483895,proteozyme
PPS,230.96383866460002,proteozyme
PGI,162.5336649935,proteozyme
PGK,54.3078083686,proteozyme
EDA,88.29644867329999,proteozyme
PGL,47.9540977748,proteozyme
RPE,32.4305243966,proteozyme
TALA_num1,93.03326896050001,proteozyme
TALA_num2,47.0971802524,proteozyme
TKT1_num1,190.75065936549998,proteozyme
TKT1_num2,96.4728260071,proteozyme
G6PDA,235.9497567396,proteozyme
ALCD2x_num1,5078.4905262608,proteozyme
ALCD2x_num2,186.91354964590002,proteozyme
ALDD2y_num1,38.8441980846,proteozyme
ALDD2y_num2,111.201161962,proteozyme
ALDD2y_num3,297.4716272342,proteozyme
ALDD2y_num4,41.588500224,proteozyme
ALDD2y_num5,48.2105918914,proteozyme
RMI,249.35903669939998,proteozyme
FMNAT,45.876125613899994,proteozyme
NADDP_num1,78.4247271167,proteozyme
NADDP_num2,97.2169495153,proteozyme
NMNAT_num1,250.13234929089998,proteozyme
NMNAT_num2,32.395920143999994,proteozyme
HMPK1_num1,151.2739430912,proteozyme
HMPK1_num2,81.4848260804,proteozyme
NDPK6_num1,31.151751977999997,proteozyme
NDPK6_num2,81.6948289874,proteozyme
NDPK8_num1,31.151751977999997,proteozyme
NDPK8_num2,81.6948289874,proteozyme
PYNP2r,215.22590382849998,proteozyme
DURIPP_num1,124.6997261766,proteozyme
DURIPP_num2,205.6436957135,proteozyme
PTRCTA,131.1827404471,proteozyme
CYSDS_num1,228.2949526635,proteozyme
CYSDS_num2,278.80699150739997,proteozyme
TRPAS2,278.80699150739997,proteozyme
NDP3_num1,23.0249036317,proteozyme
NDP3_num2,46.6928916371,proteozyme
CDPPH,46.6928916371,proteozyme
NDP7,46.6928916371,proteozyme
PMDPHT_num1,39.8823256626,proteozyme
PMDPHT_num2,35.8217411514,proteozyme
ILETA,270.1798343487,proteozyme
VALTA,270.1798343487,proteozyme
ORPT,62.253314582,proteozyme
RBFSa,1280.3449309338,proteozyme
DHAD2,173.1046037763,proteozyme
G1PP_num1,30.0235476814,proteozyme
G1PP_num2,30.3876847975,proteozyme
G1PP_num3,39.2548264103,proteozyme
PFL_num1,156.3655230062,proteozyme
PFL_num2,262.7264481551,proteozyme
PFL_num3,150.75276606539998,proteozyme
PFL_num4,281.5926338417,proteozyme
FRD2,160.09961243179998,proteozyme
FRD3,160.09961243179998,proteozyme
POX,327.6117991715,proteozyme
PTAr_num1,611.5608241225,proteozyme
PTAr_num2,95.2719791955,proteozyme
ACKr_num1,56.0452852501,proteozyme
ACKr_num2,57.1767914792,proteozyme
ACKr_num3,57.30054790929999,proteozyme
MOAT,62.4608080203,proteozyme
UDCPDPS,75.1365306559,proteozyme
USHD,35.5211332166,proteozyme
LPADSS,111.95519126769999,proteozyme
TDSK,47.005386528900004,proteozyme
NTPP1_num1,19.715310648299997,proteozyme
NTPP1_num2,80.3354894158,proteozyme
NTPP2_num1,19.715310648299997,proteozyme
NTPP2_num2,80.3354894158,proteozyme
NTPTP1,470.58825004479996,proteozyme
NTPTP2,470.58825004479996,proteozyme
IPMD_num1,104.38597328200001,proteozyme
IPMD_num2,53.2468314177,proteozyme
AIRC3,187.8701855298,proteozyme
ADSL2r,272.30535433759997,proteozyme
PUNP5_num1,236.4285369521,proteozyme
PUNP5_num2,205.6436957135,proteozyme
PUNP6_num1,205.6436957135,proteozyme
PUNP6_num2,236.4285369521,proteozyme
PUNP7,236.4285369521,proteozyme
RNDR1_num1,362.0765781427,proteozyme
RNDR1_num2,357.1260567841,proteozyme
RNDR3_num1,357.1260567841,proteozyme
RNDR3_num2,362.0765781427,proteozyme
RNDR4_num1,357.1260567841,proteozyme
RNDR4_num2,362.0765781427,proteozyme
TMDS,80.5135296162,proteozyme
TMDK1,30.9808439518,proteozyme
PPCDC,688.4630962021,proteozyme
FTHFD,253.07106921590002,proteozyme
EDD,85.373445947,proteozyme
DHQTi,72.5544194409,proteozyme
PUNP1,205.6436957135,proteozyme
PUNP2,205.6436957135,proteozyme
PUNP3_num1,236.4285369521,proteozyme
PUNP3_num2,205.6436957135,proteozyme
LYSAM,51.1794254408,proteozyme
DHAD1,173.1046037763,proteozyme
IPPMIa,95.5834174689,proteozyme
G3PD7,196.0337513655,proteozyme
NADH9_num1,53.27998282,proteozyme
NADH9_num2,62.5500922751,proteozyme
NADH9_num3,110.12895844059999,proteozyme
NADH9_num4,53.8229526003,proteozyme
NADH10_num1,53.27998282,proteozyme
NADH10_num2,62.5500922751,proteozyme
NADH10_num3,53.8229526003,proteozyme
NADH10_num4,110.12895844059999,proteozyme
MDH,85.42046546579999,proteozyme
FUM_num1,158.7709147938,proteozyme
FUM_num2,159.2815256356,proteozyme
FUM_num3,266.7373716015,proteozyme
PYDXNK,81.4848260804,proteozyme
PYAM5PO,67.47868880189999,proteozyme
OHPBAT,105.08941698179999,proteozyme
GLUTRR,122.3215423128,proteozyme
GLCS1,69.7663997152,proteozyme
GLCP_num1,246.1195767623,proteozyme
GLCP_num2,239.1190836304,proteozyme
HEMEOS,42.5929480905,proteozyme
ADMDC,40.131159295799996,proteozyme
AGMT,88.6424911993,proteozyme
ARGDC,1115.0657751052,proteozyme
ARGSS,263.6178378528,proteozyme
AGPR,47.4845629733,proteozyme
SPMS,85.37846488439999,proteozyme
G1SAT,119.8366399906,proteozyme
KDOCT2,36.4723539312,proteozyme
OAADC,88.29644867329999,proteozyme
MNNH,59.220819774,proteozyme
ALTRH,71.44470596629999,proteozyme
GUI1,71.3048361056,proteozyme
PGAMT,62.794303202799995,proteozyme
UAGDP,194.9067357646,proteozyme
UAGCVT,59.193876004799996,proteozyme
GLUR,40.946604545999996,proteozyme
UAG2E,111.59105415159999,proteozyme
MACPD,112.5649921618,proteozyme
DMQMT,70.1474427257,proteozyme
ICHORS_copy1,56.7028981268,proteozyme
HACD5_num1,210.2509481694,proteozyme
HACD5_num2,101.79488081059999,proteozyme
HPPK2,23.8779909124,proteozyme
PTPATi,141.3488623054,proteozyme
HEX7,42.9248583454,proteozyme
DXPRIi,114.611397848,proteozyme
OPHBDC,440.6395901925,proteozyme
OHPHM,70.1474427257,proteozyme
GHMT2r,119.7058834636,proteozyme
DHORD2,48.5707666885,proteozyme
ADK4,31.151751977999997,proteozyme
INSK,127.9797338448,proteozyme
ABTA_num1,120.9158436089,proteozyme
ABTA_num2,59.0769875943,proteozyme
SSALx,131.33198779609998,proteozyme
ASPT,276.6022251385,proteozyme
SERD_L_num1,278.80699150739997,proteozyme
SERD_L_num2,64.5945168018,proteozyme
SERD_L_num3,128.1721704709,proteozyme
SERD_L_num4,64.3915139917,proteozyme
SERD_L_num5,186.1360105808,proteozyme
THRD_num1,196.73732714259998,proteozyme
THRD_num2,53.2949075549,proteozyme
KARA1,285.6516334253,proteozyme
KARA2,285.6516334253,proteozyme
ACCOAC,333.4365401788,proteozyme
NADK,258.0767988859,proteozyme
ICHORS_copy2,128.8138019943,proteozyme
SUCBZS,46.856535411799996,proteozyme
DHBD,138.67931591779998,proteozyme
ICHORT,42.996840473899994,proteozyme
RBK_L1,161.3704602124,proteozyme
RBP4E_num1,33.3861036621,proteozyme
RBP4E_num2,134.8186964388,proteozyme
RBP4E_num3,33.7601465757,proteozyme
NTD2_num1,33.4163493638,proteozyme
NTD2_num2,35.5293220092,proteozyme
NTD2_num3,35.8762890763,proteozyme
NTD4_num1,35.5293220092,proteozyme
NTD4_num2,35.8762890763,proteozyme
NTD5_num1,59.9843586453,proteozyme
NTD5_num2,35.5293220092,proteozyme
NTD5_num3,33.4163493638,proteozyme
NTD5_num4,26.752785424200002,proteozyme
NTD6_num1,59.9843586453,proteozyme
NTD6_num2,35.5293220092,proteozyme
NTD6_num3,26.752785424200002,proteozyme
LGTHL,39.4114700881,proteozyme
PYDXPP_num1,39.8890616049,proteozyme
PYDXPP_num2,40.1130647057,proteozyme
PYDXPP_num3,39.2371280521,proteozyme
PYDXPP_num4,35.8762890763,proteozyme
PDXPP,39.8890616049,proteozyme
HACD6_num1,210.2509481694,proteozyme
HACD6_num2,101.79488081059999,proteozyme
ECOAH1_num1,101.79488081059999,proteozyme
ECOAH1_num2,210.2509481694,proteozyme
ECOAH2_num1,101.79488081059999,proteozyme
ECOAH2_num2,210.2509481694,proteozyme
ECOAH3_num1,101.79488081059999,proteozyme
ECOAH3_num2,210.2509481694,proteozyme
UGLT,104.72594025219999,proteozyme
DXPS,178.61328380470002,proteozyme
CDPMEK,81.6907345911,proteozyme
MECDPS,66.9534173798,proteozyme
DDGLK,44.856620935200006,proteozyme
XYLI2,262.791562264,proteozyme
PMANM,66.6496395898,proteozyme
ICL,251.0608527099,proteozyme
GLYCL,480.8770717148,proteozyme
HCYSMT,44.1439318244,proteozyme
UDPG4E,98.43747584459999,proteozyme
LACZ,615.3896129722,proteozyme
TRE6PH,84.3151105421,proteozyme
XYLI1,262.791562264,proteozyme
PPC,523.3568295592,proteozyme
G3PT_num1,40.1684050944,proteozyme
G3PT_num2,35.8762890763,proteozyme
CINNDO,167.7320954442,proteozyme
DHPPD,37.6415021908,proteozyme
DHCIND,37.6415021908,proteozyme
CITL,811.0870955318999,proteozyme
GOFUCR,95.4685102179,proteozyme
PYDXK_num1,81.4848260804,proteozyme
PYDXK_num2,82.7390321212,proteozyme
GTPCII2,57.680798456,proteozyme
SADT2,463.5742850283,proteozyme
LCARS,107.0178776391,proteozyme
ALCD19_num1,186.91354964590002,proteozyme
ALCD19_num2,5078.4905262608,proteozyme
RMPA,159.26144988599998,proteozyme
SBTPD,147.1757165495,proteozyme
PFK_2,184.0737556186,proteozyme
GLTPD,98.76780117189999,proteozyme
TGBPA_num1,227.65781176829998,proteozyme
TGBPA_num2,102.91542462379999,proteozyme
MANAO,70.7672814946,proteozyme
TAGURr,72.3893228159,proteozyme
PGLYCP,36.1749158516,proteozyme
GLXCL,170.99189528550002,proteozyme
TARTD,146.375988498,proteozyme
GLCRAL,217.009607765,proteozyme
KAS14_num1,112.5649921618,proteozyme
KAS14_num2,113.70732872949999,proteozyme
EDTXS1,46.764345456399994,proteozyme
EDTXS2,49.410646239200005,proteozyme
EDTXS3,46.8787243982,proteozyme
EDTXS4,49.410646239200005,proteozyme
NNDPR,86.5424621293,proteozyme
HACD4_num1,210.2509481694,proteozyme
HACD4_num2,101.79488081059999,proteozyme
HACD7_num1,101.79488081059999,proteozyme
HACD7_num2,210.2509481694,proteozyme
AACPS1,117.9971994335,proteozyme
SDPDS,109.01396187399999,proteozyme
DMSOR1_num1,307.7962418525,proteozyme
DMSOR1_num2,190.3152005074,proteozyme
DKGLCNR2y,93.49884144299999,proteozyme
2DGULRy,93.49884144299999,proteozyme
RZ5PP,30.785237470499997,proteozyme
NTD9_num1,26.752785424200002,proteozyme
NTD9_num2,35.5293220092,proteozyme
NTD9_num3,33.5460492724,proteozyme
NTD9_num4,35.8762890763,proteozyme
NTD10,35.5293220092,proteozyme
ADPT,52.458197859399995,proteozyme
ADK1,31.151751977999997,proteozyme
OCTDPS,93.02719340469999,proteozyme
AACPS2,117.9971994335,proteozyme
AACPS3,117.9971994335,proteozyme
AACPS4,117.9971994335,proteozyme
AMANK,39.152862734699994,proteozyme
ACNML,172.1943270247,proteozyme
CAT_num1,444.63875875919996,proteozyme
CAT_num2,422.7732296669,proteozyme
SERASr,187.537879043,proteozyme
DMSOR2,190.3152005074,proteozyme
ACMAMUT,36.8868124986,proteozyme
DDGALK,41.4374037928,proteozyme
AB6PGH_num1,70.21400968489999,proteozyme
AB6PGH_num2,73.1190498984,proteozyme
AB6PGH_num3,71.2357596777,proteozyme
AMALT1,103.6853032055,proteozyme
MLTP2,239.1190836304,proteozyme
PACCOAL,64.65566859169999,proteozyme
GP4GH,41.3358363491,proteozyme
ACGAMT,108.1904599085,proteozyme
AADDGT,53.675686410800004,proteozyme
GMHEPK,134.8525082276,proteozyme
TRE6PS,70.80822545759999,proteozyme
UDCPDP_num1,38.3305494649,proteozyme
UDCPDP_num2,29.583466117799997,proteozyme
UDCPDP_num3,39.3046195524,proteozyme
TREH,84.1288815491,proteozyme
CYTK1,32.6842448899,proteozyme
CYTK2,32.6842448899,proteozyme
GK1,62.3212023142,proteozyme
HACD1_num1,210.2509481694,proteozyme
HACD1_num2,101.79488081059999,proteozyme
HACD2_num1,210.2509481694,proteozyme
HACD2_num2,101.79488081059999,proteozyme
ACACCT_num1,122.7945111241,proteozyme
ACACCT_num2,76.0267316579,proteozyme
BUTCT,122.7945111241,proteozyme
2DGULRx,93.49884144299999,proteozyme
G1PTT_num1,172.7230324566,proteozyme
G1PTT_num2,172.9388467648,proteozyme
TDPGDH_num1,52.505745687399994,proteozyme
TDPGDH_num2,107.1367472091,proteozyme
UDPGALM,56.7482006407,proteozyme
TDPDRE,28.0929737873,proteozyme
TDPDRR,43.181484539299994,proteozyme
G3PD6,196.0337513655,proteozyme
ALLTN,262.0498161472,proteozyme
UAPGR,49.992578822999995,proteozyme
NDPK7_num1,31.151751977999997,proteozyme
NDPK7_num2,81.6948289874,proteozyme
GLYAT,113.89567095929999,proteozyme
ADNUC,43.0054254984,proteozyme
GMHEPPA,28.1248044166,proteozyme
S7PI,109.966239207,proteozyme
TRPS3,189.4177352539,proteozyme
CRNBTCT,119.2043859555,proteozyme
CRNCBCT,119.2043859555,proteozyme
CRNCDH,37.2328550246,proteozyme
FADRx,34.659725066,proteozyme
GTPDPK,110.7806278388,proteozyme
NDPK2_num1,31.151751977999997,proteozyme
NDPK2_num2,81.6948289874,proteozyme
NDPK3_num1,81.6948289874,proteozyme
NDPK3_num2,31.151751977999997,proteozyme
NDPK4_num1,31.151751977999997,proteozyme
NDPK4_num2,81.6948289874,proteozyme
FCLT_num1,43.6545854279,proteozyme
FCLT_num2,47.3951466412,proteozyme
FCLT_num3,123.5033699932,proteozyme
HBZOPT,42.9407076214,proteozyme
PNTK,96.04608425079999,proteozyme
DPCOAK,29.878130574100002,proteozyme
HETZK,72.2176223259,proteozyme
KDOPS,162.8919907084,proteozyme
KDOPP,105.6465190332,proteozyme
AST,50.791514410699996,proteozyme
SGDS,47.283937554599994,proteozyme
CYNTAH,225.1764755332,proteozyme
GSPMDA,186.31339039469998,proteozyme
GSPMDS,186.31339039469998,proteozyme
GUAD,66.3611827666,proteozyme
TMAOR1_num1,190.3152005074,proteozyme
TMAOR1_num2,307.7962418525,proteozyme
TMAOR2,190.3152005074,proteozyme
DGK1,62.3212023142,proteozyme
DTMPK,31.4120763363,proteozyme
NDPK1_num1,31.151751977999997,proteozyme
NDPK1_num2,81.6948289874,proteozyme
TRDR_num1,107.0522177371,proteozyme
TRDR_num2,112.00260701839998,proteozyme
PGMT_num1,77.08163305299999,proteozyme
PGMT_num2,27.445398785400002,proteozyme
PGMT_num3,31.123883667700003,proteozyme
FRUK,89.1672343122,proteozyme
RHCCE,25.6443927226,proteozyme
KG6PDC_num1,62.2826357426,proteozyme
KG6PDC_num2,30.9652588304,proteozyme
X5PL3E_num1,42.273453101799994,proteozyme
X5PL3E_num2,42.865951869599996,proteozyme
DOGULNR,96.60846939419999,proteozyme
BETALDHx,279.5343411985,proteozyme
BETALDHy,279.5343411985,proteozyme
MLTG3,91.18748869299999,proteozyme
DKGLCNR1_num1,41.0887197208,proteozyme
DKGLCNR1_num2,38.8793306464,proteozyme
NADTRHD,544.7965414363,proteozyme
FMNRx2_num1,56.1417016791,proteozyme
FMNRx2_num2,34.659725066,proteozyme
FMNRx2_num3,700.2192966750999,proteozyme
ACPS1_num1,37.119796855800004,proteozyme
ACPS1_num2,28.7503225094,proteozyme
GMPS2,155.0038060432,proteozyme
AMPN,427.8901684235,proteozyme
GSNK,127.9797338448,proteozyme
ADCS,94.7541041022,proteozyme
ADCL_num1,78.4936714673,proteozyme
ADCL_num2,24.800022543700003,proteozyme
DHAPT,476.5800688366,proteozyme
UMPK_num1,32.6842448899,proteozyme
UMPK_num2,205.80496209679998,proteozyme
DDPGALA,28.2521269338,proteozyme
DURIK1,30.9808439518,proteozyme
UPPRT,89.2839906454,proteozyme
CTPS2,318.9621888718,proteozyme
NTD1_num1,59.9843586453,proteozyme
NTD1_num2,35.5293220092,proteozyme
NTD1_num3,33.4163493638,proteozyme
NTD1_num4,26.752785424200002,proteozyme
NTD7_num1,33.5460492724,proteozyme
NTD7_num2,35.5293220092,proteozyme
NTD7_num3,26.752785424200002,proteozyme
NTD7_num4,35.8762890763,proteozyme
PAPPT3,52.6655592204,proteozyme
UAGPT3,49.944634763100005,proteozyme
F6PA_num1,303.7357894186,proteozyme
F6PA_num2,31.1110721696,proteozyme
AGMHE,230.4297180634,proteozyme
GMHEPAT,134.8525082276,proteozyme
IDOND,49.0622263218,proteozyme
IDOND2,49.0622263218,proteozyme
GLYCLTDx_num1,93.49884144299999,proteozyme
GLYCLTDx_num2,46.680608448200005,proteozyme
HPYRRy_num1,46.680608448200005,proteozyme
HPYRRy_num2,93.49884144299999,proteozyme
ACODA,111.86247300309999,proteozyme
ADA,48.0728352675,proteozyme
DADA,48.0728352675,proteozyme
ADD,168.3704250351,proteozyme
ADSS,125.06386329269999,proteozyme
AGDC,216.33786261720002,proteozyme
ASNN_num1,196.14667745699998,proteozyme
ASNN_num2,44.105893562,proteozyme
ASNS2_num1,96.81411375030001,proteozyme
ASNS2_num2,165.516630814,proteozyme
ASPCT_num1,408.4991075467,proteozyme
ASPCT_num2,272.8244181266,proteozyme
DMPPS,91.85857345429999,proteozyme
MCOATA,54.2265808291,proteozyme
IPDPS,91.85857345429999,proteozyme
DAPE,79.79727441829999,proteozyme
DHDPRy,151.9237634072,proteozyme
HSK,88.81841816289999,proteozyme
SDPTA_num1,120.9158436089,proteozyme
SDPTA_num2,59.0769875943,proteozyme
SDPTA_num3,115.61241170470001,proteozyme
SDPTA_num4,115.34403063109998,proteozyme
SDPTA_num5,105.08941698179999,proteozyme
THRS,62.226634967399995,proteozyme
HSST,94.3753064058,proteozyme
PPNDH,113.8806141471,proteozyme
DDPA_num1,200.80781745129997,proteozyme
DDPA_num2,102.5024189067,proteozyme
DDPA_num3,102.3204163873,proteozyme
NMNDA,46.4428693082,proteozyme
NNAM,30.855898825999997,proteozyme
P5CD,379.89433422189995,proteozyme
SPMDAT1,115.631034604,proteozyme
SPMDAT2,115.631034604,proteozyme
TDPADGAT,31.9896503692,proteozyme
MALS_num1,79.6077434928,proteozyme
MALS_num2,106.3070376105,proteozyme
TRE6PP,38.533948506899996,proteozyme
ADPRDP_num1,55.8770187699,proteozyme
ADPRDP_num2,62.51694087279999,proteozyme
ARAI,444.36601913469997,proteozyme
M1PD,54.335280447,proteozyme
G3PD2,96.0508390336,proteozyme
GALS3,133.81292779929998,proteozyme
FCI,514.91656178,proteozyme
FCLK,69.02187997509999,proteozyme
FCLPA_num1,30.6716509925,proteozyme
FCLPA_num2,125.60722930489999,proteozyme
ACCOAL_num1,95.2192803528,proteozyme
ACCOAL_num2,91.59679624569999,proteozyme
GALUi,174.036937437,proteozyme
U23GAAT,142.7959012042,proteozyme
UAAGDS,70.4547866028,proteozyme
UAMAS,141.6554137187,proteozyme
UAMAGS,62.041462592799995,proteozyme
UGLYCH,23.9979171008,proteozyme
OP4ENH,190.7848673862,proteozyme
HOPNTAL,48.169119619199996,proteozyme
3HPPPNH,82.13319354609999,proteozyme
AKGDH,3194.145536243,proteozyme
HPYRRx_num1,46.680608448200005,proteozyme
HPYRRx_num2,93.49884144299999,proteozyme
GLYCDx,409.0402282448,proteozyme
ASP1DC,18.2711774501,proteozyme
UGMDDS,62.6669806856,proteozyme
UHGADA,44.8480359107,proteozyme
UAGAAT,122.67273585349999,proteozyme
ATPPRT,88.1396729182,proteozyme
HISTD,121.80261060109999,proteozyme
IGPDH,106.39605771069999,proteozyme
PRPPS,45.194606745899996,proteozyme
PRATPP,30.055246233400002,proteozyme
PRMICI,34.3831551998,proteozyme
SERAT,232.3237065454,proteozyme
CYSS_num1,86.2838547759,proteozyme
CYSS_num2,91.1059969989,proteozyme
BPNT,35.893194970699994,proteozyme
PAPSR_num1,94.4437224472,proteozyme
PAPSR_num2,89.49333316590001,proteozyme
ASPK_num1,234.80094838419998,proteozyme
ASPK_num2,470.830479813,proteozyme
ASPK_num3,128.1988500855,proteozyme
ASAD,105.70912367339999,proteozyme
DAPDC,121.9793300285,proteozyme
METAT,221.63429442449998,proteozyme
ASCBPL,317.466281372,proteozyme
ACBIPGT,53.264133544,proteozyme
ADOCBLS,34.849388068799996,proteozyme
ADOCBIK,53.264133544,proteozyme
TMPK,46.3205657284,proteozyme
HPPPNDO,180.6608781866,proteozyme
DHCINDO,180.6608781866,proteozyme
HKNDDH,84.3642432977,proteozyme
HKNTDH,84.3642432977,proteozyme
GLYCK2,51.6479036239,proteozyme
ENTCS,30.719330897800003,proteozyme
SULR,1038.3272788776,proteozyme
MANPGH,132.097111595,proteozyme
URDGLYCD,100.2918411366,proteozyme
CBMKr,41.7946728893,proteozyme
AMANAPEr,31.7958929701,proteozyme
ACM6PH,82.46880196539999,proteozyme
NNATr,32.395920143999994,proteozyme
CYTDH_num1,44.672373101699996,proteozyme
CYTDH_num2,178.293788816,proteozyme
CYTDH_num3,43.0054254984,proteozyme
PSERT,105.08941698179999,proteozyme
AIRC2,104.23831086060001,proteozyme
GAPD,187.72146648999998,proteozyme
HEX1,45.861332956300004,proteozyme
GND,135.9902220898,proteozyme
TAUDO,171.2225022513,proteozyme
ME2,653.1279278239,proteozyme
ARGSL,66.4589199686,proteozyme
CBPS,420.7262956715,proteozyme
GLU5K,206.3392147753,proteozyme
IPPS,75.6775192767,proteozyme
ACOATA,99.9426287554,proteozyme
MLTG2,91.18748869299999,proteozyme
MLTG1,91.18748869299999,proteozyme
AMALT3,103.6853032055,proteozyme
MLTP3,239.1190836304,proteozyme
SPODM_num1,61.0120521166,proteozyme
SPODM_num2,56.1745889268,proteozyme
AHCYSNS,64.3320792067,proteozyme
TMK,42.789479112900004,proteozyme
NTPP4_num1,19.8724826353,proteozyme
NTPP4_num2,80.3354894158,proteozyme
NTPP3_num1,80.3354894158,proteozyme
NTPP3_num2,21.6219785511,proteozyme
NTPP3_num3,19.8724826353,proteozyme
NTPP6_num1,80.3354894158,proteozyme
NTPP6_num2,86.7108606868,proteozyme
NTPP7_num1,21.6219785511,proteozyme
NTPP7_num2,80.3354894158,proteozyme
NTPP7_num3,56.8340508857,proteozyme
NTPP8_num1,80.3354894158,proteozyme
NTPP8_num2,56.8340508857,proteozyme
P5CR,371.7299759224,proteozyme
CYANST_num1,49.235115507500005,proteozyme
CYANST_num2,31.9163474677,proteozyme
CYANST_num3,40.6953935214,proteozyme
DHPPDA2,106.55547501179998,proteozyme
GMAND,111.0686884301,proteozyme
PPCSCT,71.08981426119999,proteozyme
CYTD,83.31396460810001,proteozyme
DCYTD,83.31396460810001,proteozyme
DBTS,63.7658638216,proteozyme
DCTPD,84.1963730494,proteozyme
DHDPS,165.2021547627,proteozyme
G1PACT,194.9067357646,proteozyme
GART,56.0452852501,proteozyme
CSND,377.14131498070003,proteozyme
GF6PTA,176.7045026651,proteozyme
GLUCYS,76.9605181689,proteozyme
GLUN_num1,173.8312930809,proteozyme
GLUN_num2,88.5329991176,proteozyme
GLUPRT,298.4315650506,proteozyme
GMPR,197.5013943231,proteozyme
NADS1,80.9286485701,proteozyme
NTRIR2x,139.2164742969,proteozyme
OCBT_num1,146.2377035649,proteozyme
OCBT_num2,145.9208501222,proteozyme
GARFT,30.6925192059,proteozyme
GPDDA1,36.2018596208,proteozyme
GPDDA2,36.2018596208,proteozyme
PHETA1_num1,115.1010083991,proteozyme
PHETA1_num2,115.00710143879999,proteozyme
PHETA1_num3,270.1798343487,proteozyme
PPND,111.057197705,proteozyme
